appid,developer,publisher,platforms,categories,tags,price,ratings
844350,RewindApp,RewindApp,windows,Single-player,Casual;Indie;Strategy,0.79,0.0
844380,VRkiwi;Mekiwi,VRkiwi;Mekiwi,windows,Single-player;Steam Achievements;Steam Leaderboards,Free to Play;Action;Casual,0.0,1.0
844420,Wave Light Games Inc.,Wave Light Games Inc.,windows,Single-player,RPG;Strategy;Indie,5.19,2.0
844440,progrium;phubans,progrium,windows;mac,Single-player;Full controller support,Early Access;Action;Indie,6.19,0.0
844490,Freeway Interactive,Freeway Interactive,windows,Single-player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,Free to Play;Indie;Strategy,0.0,0.0
844580,Seven Sails,Seven Sails,windows,Single-player;Steam Achievements,Strategy;Action;Indie,2.09,0.0
844590,Tendershoot;Michael Lasch;ThatWhichIs Media,No More Robots,windows;mac;linux,Single-player,1990's;Simulation;Point & Click,15.49,4.0
844610,"\"Nikita \"\"Ghost_RUS\"\"\"",Ghost_RUS Games,windows,Single-player;Steam Achievements,Indie;Casual;Nudity,0.79,0.0
844620,Earth and Life Software,Earth and Life Marcoms,windows,Single-player;Partial Controller Support,Early Access;Indie;Violent,4.79,0.0
844660,Studio Élan,Sekai Project,windows;mac;linux,Single-player;Steam Trading Cards,Casual;Visual Novel;Indie,11.39,4.0
844750,JDRumble,JDRumble,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie;Racing;Sports,3.99,0.0
844760,MZ Games,MZ Games,windows,Single-player,Adventure;Indie;Casual,3.99,0.0
844800,vadimalexepta,vadimalexepta,windows,Single-player;Steam Achievements,Action;Indie;Casual,0.79,0.0
844820,Game Hollywood,Game Hollywood,windows,Single-player,Adventure;Casual;Simulation,7.19,0.0
844850,IceSitruuna,IceSitruuna,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud,Early Access;Female Protagonist;Metroidvania,12.39,1.0
844900,Heartline / Greencode,UniqueGames GmbH,windows,Single-player,Simulation;Sports,7.99,0.0
844920,La’cryma;YAMAYURI GAMES,SakuraGame,windows,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Indie;Casual,7.19,2.0
844930,AsicxArt,SakuraGame,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Visual Novel;Anime;Indie,1.69,4.0
844950,Circus;YAMAYURI GAMES,SakuraGame,windows,Single-player;Steam Cloud,Nudity;Sexual Content;Indie,7.19,0.0
844970,TwinStarGames,TwinStarGames,windows,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Indie;Casual,2.09,0.0
844990,"USERJOY Technology CO.,LTD.","USERJOY Technology CO.,LTD.;USERJOY JAPAN CO., LTD.",windows,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Adventure;VR,7.19,0.0
845040,Aurox Studios,Aurox Studios,windows;linux,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Stats;Steam Leaderboards,Early Access;Action;Strategy,9.99,2.0
845060,Vladili Rosso,Vladili Rosso,windows,Single-player;Steam Achievements,Casual;Indie;Simulation,2.09,0.0
845070,DONTNOD Entertainment,Square Enix,windows,Single-player;Full controller support;Steam Cloud,Free to Play;Story Rich;Choices Matter,0.0,4.0
845080,PETABYTE GM,PETABYTE GM,windows,Single-player;Partial Controller Support,Action;Indie;Casual,1.69,0.0
845110,Placate The Cattin Productions,Placate The Cattin Productions,windows;mac,Single-player,Early Access;Indie;Strategy,7.19,0.0
845150,"\"Nikita \"\"Ghost_RUS\"\"\"",Ghost_RUS Games,windows,Single-player;Steam Achievements,Casual;Indie,0.79,0.0
845170,VRX Studios,VRX Studios,windows,Single-player,Casual;VR,0.79,0.0
845200,hede,hede,windows,Single-player;Steam Achievements;Full controller support,Indie;Action;Adventure,3.99,0.0
845210,UNAmedia,UNAmedia,windows;mac,In-App Purchases,Early Access;Utilities,0.0,0.0
845250,Last Day Of Work,Last Day Of Work,windows;mac,Single-player;In-App Purchases,Simulation,0.0,0.0
845270,Ian Lilley,Ian Lilley,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Cloud,Puzzle;Casual;Indie,5.79,3.0
845290,LUK KUS SOFT,LUK KUS SOFT,windows,Single-player;Steam Achievements;Steam Cloud;Stats,Action;Adventure;Indie,5.99,0.0
845350,Breading Games,Breading Games,windows,Single-player;Steam Achievements;Steam Cloud,Indie;Casual,0.79,0.0
845380,VNeroGAMEs,TsunamiGames,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Sexual Content;Nudity;Mature,3.99,1.0
845390,NiVision,NiVision,windows,Single-player;Steam Leaderboards,Action;Indie;Puzzle,1.69,0.0
845400,Studio Odin Inc.,Studio Odin Inc.,windows,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Early Access;Casual;Music,11.39,0.0
845420,Music Paradise,Music Paradise,windows;mac,Steam Achievements,Audio Production;Utilities;Music,6.19,0.0
845440,Speedspark Studio,Speedspark Studio,windows;mac,Single-player,Early Access;Action;Indie,4.79,0.0
845460,Hippopo Entertainment,Hippopo Entertainment,windows;mac,Single-player;Steam Achievements;Steam Cloud,Casual;Strategy;Indie,0.79,0.0
845480,Crystal Box Team,Altair Game,windows,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Stats,Adventure;Indie;Casual,0.79,0.0
845490,Based On The Play,Based On The Play,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Early Access;Action;Adventure,5.79,0.0
845500,Night Dreams Studio,Night Dreams Studio,windows;mac,Single-player;Steam Achievements,Nudity;Indie;Casual,5.19,0.0
845510,me,me,windows,Single-player,Strategy;Indie;Simulation,0.79,0.0
845520,ZarioSide,ZarioSide,windows;mac;linux,Single-player,Strategy;Indie;Simulation,3.99,0.0
845530,Gamenesis,Gamenesis,windows;mac,Single-player;Steam Achievements,Early Access;Strategy;Indie,6.19,0.0
845570,Mugle Studio,Mugle Studio,windows;mac;linux,Single-player;Steam Achievements,Action;Adventure;Indie,1.69,0.0
845590,Marc Kruzik,Dimensional Studio,windows;mac;linux,Single-player;Stats;Includes level editor,Early Access;Simulation;Indie,11.99,0.0
845600,Marco Mastropaolo;MixedBag Srl,MixedBag Srl,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,6.49,0.0
845630,Anton Riot and Co,Bitbox Ltd.,windows,Single-player;Co-op;Online Co-op;Steam Achievements;Steam Cloud,Early Access;Indie;Action,15.49,0.0
845650,Rifat Erdoğan,Rifat Erdoğan,windows,Single-player,Indie;Action;Strategy,0.79,0.0
845690,Mark Begenisich,Mark Begenisich,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Early Access;Indie;Strategy,11.39,2.0
845700,AlexHoratio,AlexHoratio,windows;linux,Single-player,Action;Indie;Casual,1.69,0.0
845730,CSM,W.T.B.,windows,Single-player;Steam Achievements,Sports;Casual;Indie,0.79,0.0
845750,Creative Black Chair,Creative Black Chair,windows,Single-player,Action;Adventure;Indie,0.79,2.0
845760,Primitive Studio,Primitive Studio,windows,Single-player,Indie;Racing;Sports,0.79,0.0
845820,Constantly New Corp.,Constantly New Corp.,windows,Single-player;Steam Cloud,Indie;Simulation;Walking Simulator,3.99,0.0
845840,-Yodasaurus- Games,-Yodasaurus- Games,windows;mac,Single-player,Indie;Puzzle,3.99,2.0
845860,"Quicksilver Software, Inc.","Quicksilver Software, Inc.",windows;mac;linux,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Achievements,Casual;Strategy;Indie,7.19,0.0
845870,JUBSTUDIO,JUBSTUDIO,windows,Single-player;Partial Controller Support,Early Access;Multiplayer;Survival,3.99,0.0
845880,Ankake Spa,"XSEED Games;Marvelous USA, Inc.",windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG;Action;Bullet Hell,12.99,4.0
845900,Start VR,Start VR,windows,Single-player,Casual;Indie;VR,5.79,0.0
845940,Nathan Best,"Ruby-3 Productions, LLC",windows;linux,Single-player;Steam Achievements;Partial Controller Support,Indie;Casual;Action,3.99,0.0
845960,Stefan Klaus;Stegalosaurus Game Development,Stefan Klaus;Stegalosaurus Game Development,windows;mac;linux,Single-player;Steam Achievements,Adventure;Indie;Sexual Content,7.19,0.0
845970,Ripknot Systems,Ripknot Systems,windows,Single-player;Steam Achievements,Strategy;Casual;Action,9.99,0.0
846010,Ominous Entertainment,Ominous Entertainment,windows;mac;linux,Single-player;Steam Achievements,Action;Violent;Gore,1.69,0.0
846020,Akumu Games,Akumu Games,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Indie;Strategy,1.69,0.0
846050,Naval Sims,Naval Sims,windows,Single-player;Steam Achievements,Strategy;Indie;Simulation,9.99,0.0
846080,Lucas Rizzotto,Thought Co.,windows,Single-player,Indie;Casual;VR,7.19,1.0
846110,yeo,yeo,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,11.39,2.0
846120,Steady Mushroom Ltd.,Steady Mushroom Ltd.,windows,Single-player;Steam Achievements;Partial Controller Support,Action;Indie;Simulation,10.29,0.0
846130,Squidpunch Studios,Squidpunch Studios,windows,Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Full controller support,Action;Indie;Strategy,8.29,0.0
846150,Pavel Chernov,Freshtrax,windows;mac,Single-player,Action;Indie;Simulation,0.79,0.0
846200,Aterdux Entertainment,Aterdux Entertainment,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,RPG;Strategy;Adventure,5.99,0.0
846210,Armagedoom Games,Armagedoom Games,windows;mac,Single-player;Steam Achievements,Adventure;RPG;Indie,4.79,0.0
846220,Midnight Warden,Superfantastic Productions,windows,Single-player;Steam Achievements;Includes level editor,Casual;Indie;Adventure,3.99,0.0
846240,Nekyau Games,Nekyau,windows,Single-player;Steam Achievements,Action;Simulation;Indie,0.79,0.0
846250,Top Hat Studios Inc,Top Hat Studios Inc;Nutaku Publishing,windows,Single-player,Sexual Content;Nudity;Action,15.49,0.0
846330,Rebel Camp Games,Rebel Camp Games,windows,Single-player,Early Access;Adventure;Survival,5.79,0.0
846340,Magic Chopstick Games,Magic Chopstick Games,windows;mac,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Strategy;Indie,0.0,0.0
846370,Josh Tam Universe,OtakuMaker SARL,windows,Single-player,Strategy;Action;Indie,1.99,0.0
846430,DRUNKEN APES,DRUNKEN APES,windows,Single-player;Multi-player;Online Multi-Player;Steam Achievements,Indie;Action;Casual,0.79,0.0
846440,DRUNKEN APES,DRUNKEN APES,windows;mac,Single-player;Steam Achievements;Partial Controller Support,Adventure;Action;Casual,2.09,0.0
846470,Polyarc,Polyarc,windows,Single-player;Steam Achievements;SteamVR Collectibles,Adventure;VR;Casual,23.79,3.0
846490,Rufoid AB,Rufoid AB,windows,Single-player;Steam Leaderboards,Strategy,3.99,0.0
846530,TYSoft,TYSoft,windows,Single-player;Partial Controller Support,Strategy;Indie;Casual,0.79,0.0
846670,Hollowings,YAMAYURI GAMES,windows,Single-player,RPG;Indie;Adventure,2.09,3.0
846690,FIVE-BN GAMES,FIVE-BN GAMES,windows;mac,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Hidden Object,5.19,0.0
846700,FIVE-BN GAMES,FIVE-BN GAMES,windows;mac,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Hidden Object,5.19,0.0
846710,Stapleton,Stapleton,windows,Single-player;Steam Achievements;Full controller support,RPG;Indie;Adventure,1.69,0.0
846780,Digital Continue,Digital Continue,windows,Single-player;Online Multi-Player;In-App Purchases;Partial Controller Support,Free to Play;Action;Indie,0.0,0.0
846790,RS Games,RS Games,windows,Single-player;Steam Achievements;Includes level editor,Casual;Indie;Simulation,0.79,0.0
846800,JAYFLGAMES,JAYFLGAMES,windows,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Casual;Indie;Action,7.19,2.0
846820,LizardFactory,LizardFactory,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Adventure;RPG;Indie,0.79,0.0
846880,Crankage Games,Crankage Games,windows,Single-player;Full controller support,Adventure;Indie;RPG,2.09,4.0
847100,Играем вместе,Играем вместе,windows,Single-player,RPG;Indie;Adventure,1.69,0.0
847230,Searchlight Games,Searchlight Games,windows;mac;linux,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Cloud,Indie;RPG;Turn-Based,3.99,0.0
847240,Pok&Co,Pok&Co,windows,Single-player,Strategy;Zombies,4.79,0.0
847290,Hosted Games,Hosted Games,windows;mac;linux,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;Adventure;RPG,3.99,0.0
847300,Hosted Games,Hosted Games,windows;mac;linux,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;RPG;Indie,2.09,0.0
847310,Hosted Games,Hosted Games,windows;mac;linux,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,2.09,0.0
847360,Playful Corp.,Microsoft Studios,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Action;3D Platformer,14.99,2.0
847370,Insomniac Games;Blind Squirrel Games,Microsoft Studios,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Open World,14.99,3.0
847390,Goober Games,Goober Games,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie;Casual,2.09,0.0
847450,Team Syukino,Team Syukino,windows,Single-player;Steam Achievements;Partial Controller Support,Indie;RPG;Anime,2.09,0.0
847460,Elite World Industries,Elite World Industries,windows,Single-player,Early Access;Adventure;Action,1.69,0.0
847490,Star Speeder,Star Speeder,windows,Single-player,Action;Indie;Casual,0.99,0.0
847530,Technicat LLC,Technicat LLC,windows;mac,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen,Casual;Sports;Action,2.0,0.0
847570,William Djalal,William Djalal,windows,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Cloud,Indie;Action;Adventure,1.69,0.0
847580,JustE A,JustE Publishing,windows;mac;linux,Single-player;Steam Achievements,Indie;Visual Novel;Sci-fi,1.69,0.0
847600,SEG Interactive,Tzilum Productions,windows,Single-player,Action;Indie;Violent,2.69,0.0
847630,Skyjaz Games,Skyjaz Games,windows;mac;linux,Single-player;Steam Achievements,Casual;Strategy;Indie,8.29,0.0
847650,Scott Howie,Scott Howie,windows,Single-player,Simulation;Free to Play;VR,0.0,0.0
847660,КиКо,КиКо,windows,Single-player;Steam Achievements,Adventure;RPGMaker,0.79,0.0
847790,Saoi Games,Saoi Games,windows,Single-player,Indie;Simulation;VR,0.0,1.0
847800,MKrew,MKrew,windows,Single-player;Steam Achievements;Full controller support,Action;Indie;Dungeon Crawler,2.89,0.0
847860,Side B Gaming,Side B Gaming,windows;mac,Single-player,Adventure;Gore;Indie,3.99,0.0
847870,Robert Cardona,Robert Cardona,windows,Single-player,Racing;Sports;Action,5.19,0.0
847890,肥羊,肥羊,windows,Single-player,Free to Play;Indie,0.0,0.0
847900,Ali Eslami,XRBASE,windows,Single-player;Partial Controller Support,Indie;Casual;VR,0.0,0.0
847940,Rock Cow Productions,Pig Ignorant Entertainment,windows,Single-player,RPG;Adventure;Indie,2.09,0.0
847950,Pink Potion,Pink Potion,windows,Single-player,Early Access;Indie;Visual Novel,7.19,0.0
848010,OnBlind,OnBlind,windows;mac;linux,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,2.09,2.0
848090,TEAM_ETS,TEAM_ETS,windows,Single-player,Action;Indie,2.09,0.0
848100,James Schilz,Syngaming Studios,windows,Single-player,Action;Strategy,2.89,0.0
848150,CentVire,CentVire,windows,Single-player,Early Access;Action;Indie,7.19,0.0
848200,Tiny Trinket Games,Tiny Trinket Games;Phangd,windows,Single-player;Steam Achievements;Partial Controller Support,Action;RPG;Indie,6.99,1.0
848230,BeardedBrothers.games,BeardedBrothers.games,windows,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie;Casual,2.09,0.0
848260,Bullid Games,Bullid Games,windows;mac;linux,Single-player;Steam Achievements;Steam Leaderboards,Racing;Casual;Indie,2.89,0.0
848270,Poseidon's kiss,Poseidon's kiss,windows,Single-player;Steam Achievements,Indie;Casual;Action,0.79,0.0
848280,For Kids,For Kids,windows;mac;linux,Single-player;Steam Achievements,Indie;Casual,1.69,4.0
848300,Armatur Games,Armatur Games,windows,Single-player,Indie;Casual;2D,2.09,0.0
848310,Linkflag,Linkflag,windows,Single-player;Steam Leaderboards,Early Access;Simulation;Casual,3.99,1.0
848350,MONKEYCRAFT Co. Ltd.,BANDAI NAMCO Entertainment,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Action;Great Soundtrack,15.99,3.0
848410,Anshar Studios,Anshar Studios,windows,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud,Simulation;Indie;Space,11.39,0.0
848450,Unknown Worlds Entertainment,Unknown Worlds Entertainment,windows;mac,Single-player;Partial Controller Support,Early Access;Survival;Open World,15.49,3.0
848500,Eight Pixels Square,Eight Pixels Square,windows,Single-player;Online Multi-Player;In-App Purchases,Action;Free to Play;Violent,0.0,0.0
848520,Petite Games,Ratalaika Games S.L.,windows,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Leaderboards,Action;Indie,3.99,0.0
848540,hallunazigames,hallunazigames,windows,Single-player;Steam Achievements,Action;Adventure;Indie,0.79,0.0
848550,Siberian Mouse,Siberian Mouse,windows,Single-player;Steam Achievements,Indie;Casual;Adventure,1.69,0.0
848610,ChaoYe Liu,KiwiGame,windows,Single-player;Steam Achievements;Steam Cloud,Early Access;Sexual Content;Casual,15.49,0.0
848630,VDimension,VDimension,windows,Single-player,Action;Dinosaurs,2.09,0.0
848640,дель7in,AYE Technology,windows,Single-player,Adventure;Action;Indie,4.99,0.0
848650,Achievement Studios,Achievement Studios,windows,Single-player;Steam Achievements;Stats,Casual;Violent;Indie,0.79,0.0
848660,joqlepecheur,joqlepecheur,windows,Single-player;Steam Achievements,Indie;Puzzle;Programming,2.89,0.0
848670,Dagestan Technology,Dagestan Technology,windows,Single-player,Action;Adventure;Indie,2.89,0.0
848680,keenEdge,Enjoy Games,windows,Single-player,Indie;Action;Adventure,2.89,0.0
848700,DigiPen Press,DigiPen Press,windows,Single-player,Free to Play;Puzzle,0.0,2.0
848710,DillyFrame,DillyFrame,windows,Single-player;Steam Achievements,Early Access;Casual;Indie,5.19,0.0
848720,S. Khasanov,S. Khasanov,windows,Single-player,Action;Indie,0.79,0.0
848730,Enigma Pendulum,Enigma Pendulum,windows,Single-player;Steam Achievements,Adventure;Indie;Point & Click,5.99,0.0
848740,Thunderbullet Game Co.,Thunderbullet Game Co.,windows,Single-player;Steam Achievements,Action;Indie,1.69,0.0
848750,Nifty Tools UK,Nifty Tools UK,windows,Single-player;Steam Achievements,Casual;Space,0.79,0.0
848770,Floofs,Floofs,windows,Single-player;Full controller support,Indie;Action;Adventure,3.99,0.0
848780,FuzzyCube,FuzzyCube,windows;mac;linux,Single-player;Steam Achievements,Action;Casual;Strategy,3.99,0.0
848810,BlueDog,BlueDog,windows,Single-player,Indie;Casual;Arcade,2.09,0.0
848890,Namir Hassan,Nyble;N99,windows;mac;linux,Single-player;Steam Achievements,Adventure;RPG;Action,0.79,0.0
848930,Studio Stobie,Studio Stobie,windows;mac,Single-player;Partial Controller Support,Indie;Platformer;Puzzle-Platformer,5.0,2.0
848960,ARC SYSTEM WORKS,ARC SYSTEM WORKS,windows,Single-player;Local Multi-Player;Steam Achievements;Full controller support,Casual;Racing;Top-Down,8.99,0.0
849000,CAIKAI,CAIKAI,windows,Single-player;Steam Achievements,Indie;Simulation;Casual,0.79,2.0
849070,Warfare Studios,Warfare Studios,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Casual;Adventure;Strategy,5.79,0.0
849270,Virtual Play,Virtual Play,windows;mac,Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,Early Access;Indie;Action,0.79,0.0
849320,13-lab,13-lab;azimut team,windows,Single-player;Steam Achievements,Indie;Casual,0.79,0.0
849350,PanTrojan Studio,PanTrojan Studio,windows,Single-player,Adventure;Indie;Casual,0.79,0.0
849360,Painful Smile,Mindtrick,windows,Local Multi-Player;Steam Achievements;Partial Controller Support,Action;Casual,2.89,0.0
849390,Color Core,Color Core,windows,Single-player,Indie;Gore;Violent,6.19,0.0
849420,Red Dev Studio S.A.,Ultimate Games S.A.,windows;mac,Single-player,Indie;Casual;Adventure,1.69,0.0
849520,T-Rexcellent Studios,T-Rexcellent Studios,windows,Single-player;Steam Achievements;Full controller support;Stats,Action;Adventure;Indie,2.09,0.0
849550,Red Dolphin Games,VT Publishing,windows,Single-player;Steam Achievements,Action;Casual,3.99,0.0
849560,Choice of Games,Choice of Games,windows;mac;linux,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,2.89,0.0
849600,Fistfang,Fistfang,windows,Single-player;Steam Achievements;Stats,Early Access;Action;Indie,2.89,0.0
849620,Ripknot Systems,Ripknot Systems,windows,Single-player;Steam Achievements,Strategy;Casual;Simulation,9.99,0.0
849630,N.R. Burnette,N.R. Burnette,windows,Single-player;Partial Controller Support,Action;Indie;Sports,3.99,0.0
849670,Reactor Heart,Reactor Heart,windows,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Includes level editor,Early Access;Action;Indie,8.99,3.0
849680,Artii Games LLC,Artii Games LLC,windows;mac;linux,Single-player;Partial Controller Support,Action;Indie;Ninja,0.79,2.0
849690,Raw Lion Workshop,Raw Lion Workshop,windows,Single-player;Full controller support,Adventure;Indie;Casual,2.09,0.0
849790,Neverworks Games,Neverworks Games,windows,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Stats,Strategy;Indie;Real-Time,3.99,0.0
849800,Arglefumph,Arglefumph,windows;mac;linux,Single-player;Captions available,Indie;Adventure;Visual Novel,3.99,0.0
849840,Nuts and Volts Electronics,Nuts and Volts Electronics,windows,Single-player;Steam Achievements;Steam Leaderboards,Casual;Strategy;Indie,2.09,0.0
849860,"Maniamind Co.,Ltd","Maniamind Co.,Ltd",windows,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Stats,Early Access;Action;Gore,15.49,0.0
849870,"MAMMOSSIX Co., Ltd.","MAMMOSSIX Co., Ltd.",windows,Single-player;Online Multi-Player,Action;Adventure;Indie,7.19,0.0
849900,Sochnoslivka,Dagestan Technology,windows,Single-player,Action;Adventure;Indie,2.89,0.0
849910,Musrka,Dagestan Technology,windows,Single-player,Action;Adventure;Indie,2.89,0.0
849920,Akash Balloo,Akash Balloo,windows,Single-player;Steam Achievements;Steam Cloud,RPG;RPGMaker;Indie,0.79,0.0
849940,y8.com,y8.com,windows;mac,Multi-player;Online Multi-Player;In-App Purchases,Action;PvP;Team-Based,3.99,0.0
849970,Triyo,Triyo,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,RPG;Adventure;Indie,3.99,0.0
849980,Kedronic UAB,Kedronic UAB,windows;mac;linux,Single-player,Indie;Casual;Family Friendly,4.49,0.0
850000,Vaka Game Magazine;KANAWO,Vaka Game Magazine;AGM PLAYISM,windows,Single-player,Adventure;Indie;RPG,11.39,4.0
850040,Aleksi Rajamäki;Matias Rajamäki,Codera,windows,Single-player;Full controller support;Steam Cloud,Indie;Puzzle-Platformer;Puzzle,2.09,2.0
850050,IHM Studio,IHM Studio,windows,Single-player;Steam Achievements,Casual,0.79,0.0
850060,Anima Project,BadLand Publishing,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Action;Adventure;RPG,15.49,0.0
850110,Jether,Jether,windows,Single-player;Steam Cloud,Casual;Strategy;Indie,0.79,1.0
850230,Trophy Games ApS,Trophy Games ApS,windows,Online Multi-Player;In-App Purchases,Free to Play;Sports;Strategy,0.0,0.0
850250,Barty Games,Barty Games,windows,Single-player;Steam Achievements,Action;Indie,0.79,0.0
850270,Weiqiang Ou,Weiqiang Ou,windows,Single-player,Indie;Casual;Sports,0.79,0.0
850310,RPG Adventures Team,RPG Adventures Team,windows,Single-player;Steam Achievements,RPG;RPGMaker;Adventure,0.0,0.0
850330,Black FishMaker,MAKER.GG,windows,Single-player,Casual,0.0,1.0
850340,Notus Games Ltd.,Notus Games Ltd.,windows;mac,Single-player;Steam Cloud,Casual;Indie;Puzzle,7.19,0.0
850450,OnSkull Games,OnSkull Games,windows,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie;Casual,4.79,0.0
850500,U24 Solutions,U24 Solutions,windows,Single-player;Steam Leaderboards,Indie;Casual;Simulation,11.39,2.0
850550,Shadowless Gaming;Tamer Gölgesiz,Shadowless Gaming;Tamer Gölgesiz,windows,Single-player;Online Multi-Player,Action;Adventure;Casual,4.79,0.0
850630,Online Vision;Divertic,Garage Games,windows,Single-player;Steam Achievements;Commentary available,Casual;Simulation;Indie,0.79,3.0
850690,Storyline Team,Storyline Team,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Gore;Violent;Survival Horror,15.49,0.0
850710,David Donarumo,David Donarumo,windows,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Casual;Action;Strategy,0.0,0.0
850740,FalconDev,FalconDev,windows;linux,Single-player;Partial Controller Support,Adventure;Indie;Casual,4.79,0.0
850780,Evan Murray,Evan Murray,windows,Single-player,Early Access;Action;Casual,4.79,0.0
850790,Freshtrax,Freshtrax,windows;linux,Single-player,Indie;Casual,2.89,0.0
850810,Matthew Robert Carmack,Matthew Robert Carmack,windows,Single-player;Steam Achievements,Adventure;Indie,1.69,0.0
850820,LU QI,LU QI,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,RPG;Indie,1.69,0.0
850830,CoughCat,CoughCat Software,windows,Single-player,Casual;Adventure;Indie,5.19,0.0
850880,Gamma Games Interactive Inc.,Gamma Games Interactive Inc.,windows;mac,Online Multi-Player;Online Co-op;Steam Achievements;Stats,Action;Casual;Indie,3.99,0.0
850910,石头游戏,石头游戏,windows;mac,Single-player;Steam Achievements;Steam Workshop,Simulation;Casual;Management,7.19,0.0
850920,disfactNoir,disfactNoir,windows,Single-player;Partial Controller Support,Action;Anime;Bullet Hell,7.19,1.0
850930,Jordan Rott,Jordan Rott,windows,Single-player;Steam Achievements,Adventure;RPG;Indie,0.79,0.0
850940,CapPlay,CapPlay,windows;mac,Single-player;In-App Purchases;Steam Cloud,Simulation;Space Sim;Clicker,2.09,0.0
850950,Simulators Live,Simulators Live,windows;mac,Single-player;Steam Achievements,Indie;Simulation;Flight,5.19,0.0
850960,Simulators Live,Simulators Live,windows;mac,Single-player;Steam Achievements,Action;Simulation;Dinosaurs,5.79,0.0
851000,Playloft,Playloft,windows;mac,Single-player;Steam Achievements;Steam Cloud,Indie;Casual;2D,2.89,0.0
851010,Playloft,Playloft,windows;mac,Single-player;Steam Achievements,Simulation;Indie;Flight,5.79,0.0
851040,IKINA GAMES,IKINA GAMES,windows,Single-player;Online Multi-Player,Indie;Strategy;VR,7.19,0.0
