appid,developer,publisher,platforms,categories,tags,price,ratings
423800,Nonadecimal Creative,Nonadecimal Creative,windows;mac;linux,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards,Strategy;Simulation;Indie,6.19,0.0
423810,M2H,M2H,windows;mac;linux,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,7.19,0.0
423870,Mad Capacity;LREVG,Mad Capacity;LREVG,windows;mac;linux,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie;Casual,3.99,0.0
423880,Moonlit Works,Moonlit Works,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Free to Play;Anime;Visual Novel,0.0,3.0
423890,Viking Tao,Viking Tao,windows,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op,Early Access;Free to Play;Strategy,0.0,0.0
423900,AtomicTorch Studio,AtomicTorch Studio,windows;mac;linux,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Platformer,6.99,0.0
423950,Tequila Works;Abstraction Games,Deep Silver,windows,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Zombies,8.99,0.0
424000,VGstudio,VGstudio,windows,Single-player;Steam Trading Cards,Action;Adventure;FPS,3.99,0.0
424010,Whiskey Jack Games,Whiskey Jack Games,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Adventure;RPG,4.79,0.0
424030,Campfire Games,Campfire Games,windows,Online Multi-Player,Early Access;Historical;War,23.79,1.0
424040,Ruffian Games,Ruffian Games,windows,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Trading Cards;Partial Controller Support,Action;Indie;Twin Stick Shooter,10.99,1.0
424060,Brainwashing games,Brainwashing games,windows,Single-player;Steam Achievements,RPG;Strategy;Indie,2.79,0.0
424100,"dSky9, Inc.","dSky9, Inc.",windows,Single-player;VR Support;Partial Controller Support,Simulation,0.79,0.0
424170,GeexGames,GeexGames,windows,Single-player;Full controller support;Steam Trading Cards,RPG;Adventure;Action,2.09,0.0
424200,Circus Atos,Circus Atos,windows;mac;linux,Single-player;Steam Trading Cards,Indie;Education;Family Friendly,4.99,2.0
424210,Tochas Studios,Tochas Studios,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;Action;Shoot 'Em Up,6.99,0.0
424250,Balcony Team,Balcony Team,windows;mac;linux,Single-player;Steam Achievements,RPG;Adventure;Strategy,9.99,1.0
424260,Dénis Múrias,Dénis Múrias,windows,Single-player,Indie;Horror,4.99,0.0
424280,SnoutUp,SnoutUp,windows;mac;linux,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Free to Play;Action;Fighting,0.0,4.0
424310,Wolf Ray Studios,Wolf Ray Studios,windows,Single-player,Early Access;RPG;Indie,5.59,0.0
424320,"Anvil Drop, LLC",Black Shell Media,windows,Single-player;Full controller support,Adventure;Indie;Casual,6.99,1.0
424370,WOLCEN Studio,WOLCEN Studio,windows,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Early Access;Hack and Slash;RPG,27.99,0.0
424610,Ratalaika Games S.L.;4AM Games,Ratalaika Games S.L.,windows,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Indie;Casual,2.09,0.0
424640,Unbound Creations,Plug In Digital,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,8.99,1.0
424750,White Clover Worlds,White Clover Inc.,windows;mac,Single-player;Steam Achievements;Steam Trading Cards,Indie;Casual,2.09,0.0
424760,"Fair Weather Studios, LLC","Fair Weather Studios, LLC",windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Shoot 'Em Up;Sci-fi,3.99,0.0
424780,Imperia Online JSC,Imperia Online JSC,windows,Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Achievements;In-App Purchases,Free to Play;Strategy;Massively Multiplayer,0.0,0.0
424830,Night Node Software,Night Node Software,windows,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Indie;Action;Platformer,4.99,0.0
424840,Tarsier Studios,BANDAI NAMCO Entertainment,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Horror;Adventure;Atmospheric,15.99,3.0
424850,LInsoDeTeh,LInsoDeTeh,windows,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Strategy;Indie;Adventure,8.99,0.0
424870,Warfare Studios,Aldorlea Games,windows,Single-player;Full controller support,Strategy;Adventure;Indie,3.99,0.0
425010,HyperKat Games,HyperKat Games,windows,Single-player;Multi-player;Steam Cloud,Action,3.99,0.0
425040,ComixPlay,Mongoose Net Ltd.,windows;mac,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Comic Book,4.99,2.0
425070,Francois Braud (Volatile Dove),Francois Braud (Volatile Dove),windows;linux,Single-player;Steam Achievements;Partial Controller Support,Indie;Casual;Puzzle,1.59,1.0
425150,DEADBIT,DEADBIT,windows,Multi-player;Online Multi-Player;Co-op;Online Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,5.59,0.0
425160,2D Heroes;Ursa Games,2D Heroes,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Includes level editor,Casual;Indie;Action,3.99,2.0
425210,Frozenbyte,Frozenbyte,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Includes level editor,Stealth;Action;Female Protagonist,12.99,1.0
425220,"Spike Chunsoft Co., Ltd.",BANDAI NAMCO Entertainment,windows,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Steam Turn Notifications,Anime;Action;Fighting,39.99,1.0
425230,Stuffed Castle Studios,Stuffed Castle Studios,windows,Single-player;Steam Achievements;Full controller support,Early Access;Action;Adventure,3.99,0.0
425240,Chasing Carrots,Chasing Carrots,windows;mac;linux,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Shoot 'Em Up,9.99,0.0
425260,Nanoleptic Games,Nanoleptic Games,windows;mac;linux,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,Early Access;Indie;Strategy,10.29,0.0
425300,Smyowl Game Studio,Smyowl Game Studio,windows;mac;linux,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Sports;Indie;Multiplayer,4.99,0.0
425340,1CC Games,Black Shell Media,windows,Single-player;Full controller support;Steam Trading Cards,Action;Indie;Shoot 'Em Up,3.99,1.0
425400,Sander Sneek;Jochem de Klerk,SNAKE Productions,windows,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer,Early Access;Indie;Casual,10.99,0.0
425410,Torched Hill,tinyBuild,windows,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie;Racing,10.99,2.0
425450,Alberto Santiago,Studio Canvas,windows;mac;linux,Multi-player;Online Multi-Player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Indie;Local Multiplayer,7.19,0.0
425460,Arc System Works;TOYBOX Inc.,PQube Limited,windows,Single-player;Full controller support,Adventure;RPG;Strategy,6.99,0.0
425580,Fireproof Games,Fireproof Games,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Puzzle;Mystery;Adventure,3.99,4.0
425600,Infamous Quests,Infamous Quests,windows;linux,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Point & Click,6.99,2.0
425650,Imaginary Monsters,Imaginary Monsters,windows,Single-player;Partial Controller Support,Action;Indie;Platformer,3.99,3.0
425670,Dreadbit,Dreadbit,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Female Protagonist;Platformer,9.99,2.0
425720,Futuretown,Futuretown,windows,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;VR Support;Steam Workshop;Steam Leaderboards;Includes level editor,Sports;Casual;VR,14.99,2.0
425760,Static Dreams,IQ Publishing,windows;mac,Single-player;Steam Achievements;Steam Cloud,Indie;Casual;Platformer,2.89,0.0
425770,Penny McDonald,Say Again Studio,windows,Single-player,Indie;Casual;Education,0.79,4.0
425820,Ebonscale Games,Ebonscale Games,windows,Single-player;Online Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;RPG;Indie,5.59,0.0
425860,Wizbyte Games,Strategy First,windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Indie;Casual;Action,3.99,0.0
425870,Valiant Interactive,Valiant Interactive,windows;mac;linux,Single-player;Shared/Split Screen;Full controller support,Early Access;Sports;Action,9.99,0.0
425900,Ryan Davis,Ryan Davis,windows;mac,Single-player;Steam Achievements;Full controller support,Indie;Platformer;Physics,6.99,0.0
425990,Anthracite Games,Anthracite Games,windows,Single-player,Action;Indie;VR,4.79,0.0
426000,HuniePot,HuniePot,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards,Mature;Nudity;Sexual Content,4.99,2.0
426010,Bearded Eye,Nightdive Studios,windows;mac,Single-player;Steam Achievements;Full controller support;VR Support;Steam Workshop,Simulation,1.59,0.0
426040,Perfect Square Studios,Perfect Square Studios,windows,Single-player;Steam Trading Cards,Indie;Horror,1.59,0.0
426050,Spytihněv,Spytihněv,windows,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG,1.69,0.0
426170,Glass Knuckle Games,Glass Knuckle Games,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Action;RPG,7.19,0.0
426190,Mighty Pebble Games Inc,Mighty Pebble Games Inc,windows;mac,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie;Action;Multiplayer,4.99,1.0
426210,Dragon's Games,Dragon's Games,windows;linux,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Full controller support;Steam Trading Cards,Early Access;Action;Strategy,4.79,0.0
426240,Xiotex Studios Ltd,Xiotex Studios Ltd,windows;mac,Single-player;VR Support;Partial Controller Support,Early Access;Action;Adventure,15.49,0.0
426290,Underflow Studios,Crackshell,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud,Adventure;Indie;Choose Your Own Adventure,5.8,0.0
426310,The Deep End Games,The Deep End Games,windows,Single-player;Steam Achievements;Full controller support;Captions available,Indie;Adventure;Horror,15.49,0.0
426330,Choice of Games,Choice of Games,windows;mac;linux,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG;Text-Based,5.19,2.0
426590,Stoneworks Games,Stoneworks Games,windows,Single-player;Steam Achievements;Steam Trading Cards,Early Access;Adventure;RPG,6.99,0.0
426630,Accolade,Retroism,windows,Single-player;Multi-player;Co-op;Steam Trading Cards;Partial Controller Support,Action;Adventure;Platformer,3.99,0.0
426690,stage-nana,Sekai Project,windows,Single-player;Steam Trading Cards,Indie;Casual;Visual Novel,1.99,4.0
426790,"Reflections, a Ubisoft Studio",Ubisoft,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Open World;Casual,8.59,3.0
426930,Pump Action Games,Pump Action Games,windows,Single-player;Multi-player;Shared/Split Screen;Full controller support,Early Access;Action;Indie,3.99,1.0
427040,Laudo Games,KISS ltd,windows,Single-player,Sports;Simulation;Indie,7.99,0.0
427050,SIA Next Level,SIA Next Level,windows;mac;linux,Single-player;Steam Trading Cards;Steam Cloud,Indie;Strategy;Card Game,3.99,0.0
427100,TML-Studios,Aerosoft GmbH,windows,Single-player;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Leaderboards,Simulation;Driving;Realistic,27.1,0.0
427190,Capcom,Capcom,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Zombies;Adventure,15.99,3.0
427240,Funktronic Labs,Funktronic Labs,windows,Single-player;Steam Achievements;VR Support;SteamVR Collectibles;Steam Leaderboards,Strategy;Action;VR,14.99,3.0
427250,Petroglyph,Petroglyph,windows,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Strategy;RTS;Pixel Graphics,10.99,2.0
427290,DONTNOD Entertainment,Focus Home Interactive,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Vampire;RPG;Choices Matter,44.99,1.0
427470,Positech Games,Positech Games,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Simulation;Strategy;Indie,10.99,0.0
427480,ChessBase GmbH,ChessBase GmbH,windows,Single-player;Multi-player,Strategy;Chess,27.79,0.0
427490,Grey Alien Games,Positech Games,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy;RPG,11.39,2.0
427510,ACQUIRE Corp.,Ghostlight LTD,windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Character Customization,14.99,1.0
427520,Wube Software LTD.,Wube Software LTD.,windows;mac;linux,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Includes level editor,Early Access;Base-Building;Resource Management,21.0,4.0
427550,Brave Giant LTD,Artifex Mundi,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Hidden Object,6.99,0.0
427570,Grey Wolf Entertainment,Iceberg Interactive,windows,Single-player;Steam Achievements;Steam Trading Cards,Strategy;4X;Space,22.99,0.0
427610,Dincicode,Dincicode,windows;mac,Single-player;Steam Achievements,Strategy;Action;Adventure,3.99,0.0
427640,"Qiwi Games, LLC;Graveck","Qiwi Games, LLC",windows;mac;linux,Single-player;Full controller support,Action;Adventure;Superhero,0.79,0.0
427660,Nude Maker,AGM PLAYISM,windows,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Horror,18.99,0.0
427680,Nihon Falcom,"XSEED Games;Marvelous USA, Inc.",windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;RPG;Great Soundtrack,14.99,2.0
427700,Nihon Falcom,"XSEED Games;Marvelous USA, Inc.",windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;RPG;Anime,24.99,4.0
427730,Evil Tortilla Games,Evil Tortilla Games,windows;mac;linux,Multi-player;Cross-Platform Multiplayer;Partial Controller Support,Funny;Multiplayer;First-Person,3.99,1.0
427760,Wolf & Wood Interactive Ltd,Wolf & Wood Interactive Ltd,windows,Single-player;Steam Achievements;VR Support;Steam Cloud,Adventure;Indie;Simulation,18.99,2.0
427770,Petro Shoferystov,Petro Shoferystov,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;Puzzle-Platformer,1.99,2.0
427780,Ivanovich Games,Ivanovich Games,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Strategy,6.99,1.0
427810,Blooming Buds Studio,Blooming Buds Studio,windows;mac,Single-player;Steam Achievements;Steam Cloud,Indie;Puzzle;Psychological Horror,4.99,1.0
427820,Square Enix Montréal,Square Enix,windows;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Strategy;Turn-Based;Puzzle,6.49,2.0
427860,Illuminated Games,AAD Productions,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,9.99,0.0
427880,NVYVE® Studios,NVYVE® Studios,windows,Single-player;Partial Controller Support;Steam Cloud,Early Access;Survival;Sci-fi,18.99,0.0
427890,Alpha Wave Entertainment,AAD Productions,windows,Single-player;Shared/Split Screen;VR Support;Steam Workshop;Includes level editor,Action;Indie;Casual,5.59,0.0
427910,Batholith Entertainment,Indie Voyage,windows,Single-player;Steam Achievements;Steam Trading Cards,RPG;Indie;Dungeon Crawler,6.99,1.0
427930,Stegalosaurus Game Development,Stegalosaurus Game Development,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Captions available,RPG;Indie;Adventure,3.99,0.0
427950,CM Softworks,CM Softworks,windows,Single-player,Early Access;Adventure;Zombies,7.19,0.0
427970,Heathen Engineering,Heathen Engineering,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;VR Support;Steam Workshop;Partial Controller Support;Steam Cloud;Stats,Strategy;Indie;Action,30.99,0.0
427980,Yume Creations,Yume Creations,windows;mac;linux,Single-player;Steam Trading Cards;Steam Cloud,Nudity;Anime;Visual Novel,3.99,1.0
428020,Choice of Games,Choice of Games,windows;mac;linux,Single-player;Steam Achievements;Captions available;Steam Cloud,RPG;Indie;Choose Your Own Adventure,2.89,0.0
428040,Choice of Games,Choice of Games,windows;mac;linux,Single-player;Steam Achievements;Captions available;Steam Cloud,RPG;Indie;Choose Your Own Adventure,2.09,1.0
428060,Millia Soft,Millia Soft,windows,Single-player,Indie;Visual Novel;Anime,0.0,0.0
428080,One Hamsa,One Hamsa,windows,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;SteamVR Collectibles;Steam Leaderboards,Sports;Action;Indie,15.49,4.0
428100,EternalShadow Studios,Aldorlea Games,windows,Single-player;Steam Achievements;Steam Trading Cards,RPGMaker;RPG;Adventure,3.99,3.0
428110,Quick Click Games,Calenture Remedy Ltd,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Match 3,3.99,0.0
428130,Anti Crunch Studios,Anti Crunch Studios,windows;mac,Single-player;Steam Achievements;Partial Controller Support,Indie;Adventure;Puzzle,3.99,0.0
428180,Morenori Soft,Morenori Soft,windows,Single-player;Multi-player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Massively Multiplayer;Indie;Sandbox,13.49,1.0
428190,MadOut Games,MadOut Games,windows;mac;linux,Single-player;Shared/Split Screen;Full controller support,Racing;Action;Open World,5.59,0.0
428200,Ejoy Games,Ejoy Games,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Strategy;Indie;Adventure,6.99,0.0
428210,Adham Jaber,Adham Jaber,windows,Single-player;Full controller support;Steam Trading Cards,Action;Adventure;Indie,3.99,0.0
428220,Brainy Studio LLC,Brainy Studio LLC,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,Adventure;Indie;Casual,10.99,2.0
428230,Windflow,Windflow,windows;mac,Multi-player;Cross-Platform Multiplayer;Steam Achievements,Action;Indie;Multiplayer,4.79,0.0
428240,Shark Tree Studios,Shark Tree Studios,windows,Multi-player;Co-op;Shared/Split Screen;Full controller support,Action;Indie,3.99,0.0
428250,Meridian'93,1C Entertainment,windows,Single-player,Casual;Adventure;Hidden Object,4.99,0.0
428260,Meridian'93,1C Entertainment,windows,Single-player,Casual;Adventure;Hidden Object,4.99,0.0
428270,Meridian'93,1C Entertainment,windows,Single-player,Casual;Adventure;Point & Click,4.99,0.0
428280,Meridian'93,1C Entertainment,windows,Single-player,Adventure;Casual;Hidden Object,4.99,0.0
428350,Screwfly Studios,Screwfly Studios,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards,Strategy;RPG;Simulation,11.39,1.0
428370,Psytec Games Ltd,Psytec Games Ltd,windows;mac,Single-player;Steam Achievements;Full controller support;VR Support;Steam Cloud;Steam Leaderboards,VR;Adventure;Indie,14.99,1.0
428410,DanielDavisGames,DanielDavisGames,windows,Single-player;Steam Achievements;Full controller support;Includes level editor,Action;Indie;Adventure,4.79,1.0
428440,2020 Venture,2020 Venture,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Action;Adventure;Indie,6.99,0.0
428460,Alastair John Jack;Lance Hill,Funhill Games,windows;mac,Single-player;Steam Achievements;Steam Trading Cards,Strategy;Indie;Casual,3.99,1.0
428490,Sullivan Boyd;Caden Petersen,Sullivan Boyd & Caden Petersen,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Indie;Action;2D,2.89,2.0
428510,Creobit,8Floor,windows,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Card Game;Indie,3.99,0.0
428530,Party Robot Studio,Party Robot Studio,windows,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;Shooter,0.79,0.0
428540,Sassybot,Sassybot,windows,Single-player;Full controller support;Steam Trading Cards,Indie;Casual;Visual Novel,6.99,0.0
428550,Bombservice,AGM PLAYISM,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Pixel Graphics;Metroidvania;Female Protagonist,6.99,4.0
428590,Power Up to Maximum;Liens,Power Up to Maximum;Liens,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Action;Indie,10.99,0.0
428610,Zero Sum Games,Iceberg Interactive,windows,Single-player;Online Multi-Player;Includes level editor,Early Access;Strategy;Turn-Based Tactics,0.0,0.0
428630,GDNomad,Infernal Dream,windows,Single-player;Steam Trading Cards,Indie;Gore;Horror,3.99,0.0
428660,KeokeN Interactive,KeokeN Interactive,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;Action,19.99,2.0
428690,U-Play Online,U-Play Online,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Simulation;Singleplayer;Management,19.99,1.0
428740,Black Golem,Black Golem,windows,Single-player;Steam Achievements;Partial Controller Support,Action;Indie;Shoot 'Em Up,4.79,0.0
428750,10tons Ltd,10tons Ltd,windows;mac;linux,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Cyberpunk;Twin Stick Shooter;Action,10.99,4.0
428760,Myrolit Studios,Myrolit Studios,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards,Action;Casual;Indie,1.59,0.0
428800,Rsupport Inc.,Rsupport Inc.,windows,Captions available,Video Production;Audio Production;Education,14.99,0.0
428830,3DDUO,SOEDESCO Publishing,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards,Indie;Casual;Puzzle,1.99,2.0
428860,Yai Gameworks,Yai Gameworks,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Nudity;Adventure;Horror,2.28,2.0
428870,Yai Gameworks,Yai Gameworks,windows;mac,Single-player;Full controller support;Steam Cloud,Free to Play;Adventure;RPGMaker,0.0,1.0
428880,Redshift,Redshift,windows;mac,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,RPG;Adventure;Indie,6.99,2.0
428900,KHB-Soft,KHB-Soft,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards,Indie;Casual;Action,1.59,2.0
428920,Lemondo Games,Lemondo Games,windows;mac;linux,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Platformer;Local Multiplayer,3.99,0.0
428930,Lucky Brograms,Lucky Brograms,windows;mac,Single-player;Steam Achievements;Full controller support,Action;Adventure;Casual,10.99,0.0
428940,Alex Woodcock,Alex Woodcock,windows,Single-player;Multi-player,Massively Multiplayer;Action;Indie,4.99,0.0
428950,16bit Nights,Back To Basics Gaming,windows,Single-player;Steam Trading Cards,Indie;Action;Casual,0.79,0.0
428980,Soverance Studios,Soverance Studios,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud;Stats,Action;Adventure;RPG,6.99,0.0
429020,m4g,M4GDEV,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Early Access;Adventure;Action,6.99,0.0
429040,SMD Gaming Studio,SMD Gaming Studio,windows,Single-player;Partial Controller Support,Indie;Action,0.79,0.0
429050,Old B1ood,Greens s.r.o.,windows,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support,Early Access;Simulation;Underwater,10.99,0.0
429060,DNZY Games,DNZY Games,windows,Single-player;Steam Achievements;Steam Trading Cards,Strategy;Indie;Casual,1.99,0.0
429180,Slightly Mad Studios,Slightly Mad Studios;BANDAI NAMCO Entertainment,windows,Single-player;Partial Controller Support;Steam Leaderboards,Racing;Simulation;Multiplayer,0.0,0.0
429200,Ripper Games,GamesBoosters;Ripper Games,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;Platformer,0.79,0.0
429220,UFO Crash Games,UFO Crash Games,windows;mac,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Action;Indie,4.79,0.0
429270,Lotus Games,Zen Labs,windows,Single-player;Steam Achievements;Steam Cloud,Indie;Casual,1.59,0.0
429280,Wellore,8Floor,windows,Single-player;Steam Trading Cards;Steam Cloud,Casual;Match 3,3.99,0.0
429300,Scarlet String Studios,Scarlet String Studios,windows;mac;linux,Single-player;Steam Achievements,Free to Play;Visual Novel;Anime,0.0,3.0
429330,Game Swing,Curve Digital,windows;mac,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Sports;Action;Indie,7.99,2.0
429350,Kimeric Labs,Plug In Digital,windows;mac;linux,Single-player;Steam Trading Cards;Partial Controller Support,Action;Indie;Top-Down Shooter,3.99,1.0
429360,Craftven,Craftven,windows;mac,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Casual,6.99,4.0
429390,Cool Mini or Not,Asmodee Digital,windows;mac,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Stats,Casual;Strategy;Indie,6.99,0.0
429470,Pilgrim Adventures;GrabTheGames Studios,GrabTheGames,windows,Single-player;Steam Achievements;Steam Trading Cards,Adventure;RPGMaker;Sci-fi,0.9,2.0
429480,Snowbit Interactive,Snowbit Interactive,windows,Single-player;Steam Achievements;Includes level editor,Early Access;Indie;Parkour,7.19,0.0
429490,Jimbob Games,Jimbob Games,windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie;Adventure,7.19,0.0
429520,Spectrum Holobyte,Retroism,windows,Single-player;Steam Trading Cards,Simulation;Retro;Flight,4.99,0.0
429530,Microprose,Retroism,windows,Single-player;Multi-player;Steam Trading Cards,Simulation;Flight;Military,4.99,0.0
